STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,NETWORK_SECTORS,Network sectors,A,Annual,2023,,1.89477527141571,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ENERGY,Energy,A,Annual,2023,,2.00598096847534,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ELECTRICITY,Electricity,A,Annual,2023,,2.31100487709045,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,GAS,Natural gas,A,Annual,2023,,1.70095694065094,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,TRANSPORT,Transport,A,Annual,2023,,1.47607207298279,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,AIR,Air transport,A,Annual,2023,,0.0896686166524887,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,RAIL,Rail transport,A,Annual,2023,,1.40350878238678,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ROAD,Road transport,A,Annual,2023,,2.29999995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,WATER,Water transport,A,Annual,2023,,2.11111116409302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ECOMM,E-communications,A,Annual,2023,,2.20227289199829,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,1.95000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ECOMM_MOB,Mobile e-communications,A,Annual,2023,,2.45454549789429,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,LAWYERS,Lawyers,A,Annual,2023,,5.4642858505249,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,NOTARIES,Notaries,A,Annual,2023,,5.2142858505249,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ACCOUNTANTS,Accountants,A,Annual,2023,,4.5357141494751,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ARCHITECTS,Architects,A,Annual,2023,,1.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ENGINEERS,Civil engineers,A,Annual,2023,,2.14285707473755,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,ESTATEAGENTS,Real estate agents,A,Annual,2023,,2.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,RETAIL_TRADE,Retail distribution,A,Annual,2023,,0.923076927661896,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,MEDICINES,Retail sales of medicines,A,Annual,2023,,0.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BRA,Brazil,DIGITAL_MARKET,Digital markets,A,Annual,2023,,4.94444465637207,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PMR,Product market regulation,A,Annual,2018,,1.66275560855865,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.90352642536163,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.53947365283966,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2018,,0.947368443012238,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,2.13157892227173,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.67110562324524,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PRICE,Retail price controls and regulation,A,Annual,2018,,2.44444441795349,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.35294115543365,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.78703701496124,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,1.10000002384186,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,2,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.42198479175568,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,2.31666684150696,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,4.05000019073486,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,0.583333313465118,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.19551277160645,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.05769228935242,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.33333337306976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.753774702548981,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.234562501311302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,TFI,Barriers to trade facilitation,A,Annual,2018,,1.52676165103912,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,NETWORK_SECTORS,Network sectors,A,Annual,2018,,1.28431463241577,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ENERGY,Energy,A,Annual,2018,,1.70394730567932,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ELECTRICITY,Electricity,A,Annual,2018,,1.14234447479248,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,GAS,Natural gas,A,Annual,2018,,2.26555013656616,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,TRANSPORT,Transport,A,Annual,2018,,0.94217836856842,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,AIR,Air transport,A,Annual,2018,,0.745614051818848,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,RAIL,Rail transport,A,Annual,2018,,0.688596487045288,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ROAD,Road transport,A,Annual,2018,,1.70000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,WATER,Water transport,A,Annual,2018,,0.634502947330475,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ECOMM,E-communications,A,Annual,2018,,1.20681810379028,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ECOMM_FIX,Fixed e-communications,A,Annual,2018,,1.04999995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ECOMM_MOB,Mobile e-communications,A,Annual,2018,,1.36363637447357,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,LAWYERS,Lawyers,A,Annual,2018,,4.17857122421265,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,NOTARIES,Notaries,A,Annual,2018,,5.57142877578735,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ARCHITECTS,Architects,A,Annual,2018,,2.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ENGINEERS,Civil engineers,A,Annual,2018,,2.10714292526245,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,RETAIL_TRADE,Retail distribution,A,Annual,2018,,1.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,MEDICINES,Retail sales of medicines,A,Annual,2018,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,DIGITAL_MARKET,Digital markets,A,Annual,2018,,5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PMR,Product market regulation,A,Annual,2023,,1.30971640348434,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,1.40756845474243,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,0.589181303977966,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2023,,0.362573117017746,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,0.815789461135864,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.43352401256561,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PRICE,Retail price controls and regulation,A,Annual,2023,,2.44444441795349,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,0.647058844566345,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.84259259700775,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.800000011920929,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,2.20000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,1.39999997615814,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.21186435222626,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,1.84791660308838,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,3.11249995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,0.583333313465118,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,1.23597753047943,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,1.21153843402863,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,1.26041662693024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,0.551698863506317,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.234562501311302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,TFI,Barriers to trade facilitation,A,Annual,2023,,0.920534014701843,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,NETWORK_SECTORS,Network sectors,A,Annual,2023,,0.990048944950104,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ENERGY,Energy,A,Annual,2023,,1.55562210083008,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ELECTRICITY,Electricity,A,Annual,2023,,1.08253586292267,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,GAS,Natural gas,A,Annual,2023,,2.0287082195282,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,TRANSPORT,Transport,A,Annual,2023,,0.855433762073517,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,AIR,Air transport,A,Annual,2023,,0.666666686534882,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,RAIL,Rail transport,A,Annual,2023,,0.469298243522644,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ROAD,Road transport,A,Annual,2023,,1.70000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,WATER,Water transport,A,Annual,2023,,0.585770010948181,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ECOMM,E-communications,A,Annual,2023,,0.559090912342072,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,0.300000011920929,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ECOMM_MOB,Mobile e-communications,A,Annual,2023,,0.818181812763214,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,LAWYERS,Lawyers,A,Annual,2023,,4.17857122421265,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,NOTARIES,Notaries,A,Annual,2023,,5.57142877578735,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ARCHITECTS,Architects,A,Annual,2023,,2.17857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,ENGINEERS,Civil engineers,A,Annual,2023,,2.10714292526245,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,RETAIL_TRADE,Retail distribution,A,Annual,2023,,1.39285719394684,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,MEDICINES,Retail sales of medicines,A,Annual,2023,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,BGR,Bulgaria,DIGITAL_MARKET,Digital markets,A,Annual,2023,,0.888888895511627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHN,China (People’s Republic of),PMR,Product market regulation,A,Annual,2018,,2.777463555336,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHN,China (People’s Republic of),STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,3.20606589317322,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,CHN,China (People’s Republic of),DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,2.49945163726807,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
